CaseId,ActivityName,ActivityTime,VendorID
AP800305,Manager Approval,2024-01-06T20:02:11.001368,V936
AP800305,Finance Approval,2024-01-08T02:28:45.786535,V936
AP800305,Vendor Master Data Review,2024-01-08T03:25:24.307873,V936
AP800305,Payment Terms Verification,2024-01-08T04:07:50.053025,V936
AP800305,GL Account Assignment,2024-01-08T05:40:49.195760,V936
AP800305,Cost Center Assignment,2024-01-08T07:09:15.670329,V936
AP800305,Payment Block Release,2024-01-08T07:28:16.151525,V936
AP800305,Payment Scheduled,2024-01-08T14:15:05.600946,V936
AP800305,Payment Executed,2024-01-09T20:56:00.068941,V936
AP800305,Payment Confirmed,2024-01-09T22:57:39.839779,V936
AP800305,Invoice Posted,2024-01-10T00:44:14.511341,V936
AP800305,Document Archived,2024-01-10T01:16:37.691076,V936
AP870763,Invoice Received,2024-01-07T12:37:28.415838,V930
AP870763,Invoice Scanned,2024-01-07T13:06:22.268684,V930
AP870763,Invoice Validation,2024-01-07T15:09:32.868983,V930
AP870763,Three-Way Match,2024-01-07T21:49:56.994839,V930
AP870763,Price Variance Check,2024-01-08T00:16:51.321628,V930
AP870763,Tax Calculation,2024-01-08T01:01:05.239118,V930
AP870763,Approval Requested,2024-01-08T01:45:47.902837,V930
AP870763,Manager Approval,2024-01-08T10:02:49.670255,V930
AP870763,Vendor Master Data Review,2024-01-08T11:03:35.133392,V930
AP870763,Payment Terms Verification,2024-01-08T11:41:47.643818,V930
AP870763,GL Account Assignment,2024-01-08T13:29:49.799731,V930
AP870763,Cost Center Assignment,2024-01-08T14:21:22.917103,V930
AP870763,Payment Block Release,2024-01-08T14:39:36.052120,V930
AP870763,Payment Scheduled,2024-01-08T22:44:42.988675,V930
AP870763,Payment Executed,2024-01-09T16:51:42.754518,V930
AP870763,Payment Confirmed,2024-01-09T19:20:00.958225,V930
AP870763,Invoice Posted,2024-01-09T20:43:52.514262,V930
AP870763,Document Archived,2024-01-09T21:28:15.304244,V930
AP301158,Invoice Received,2024-01-08T06:29:41.382048,V530
AP301158,Invoice Scanned,2024-01-08T06:53:09.122067,V530
AP301158,Invoice Validation,2024-01-08T10:06:44.551653,V530
AP301158,Three-Way Match,2024-01-08T15:28:29.411250,V530
AP301158,Price Variance Check,2024-01-08T17:29:26.631996,V530
AP301158,Tax Calculation,2024-01-08T19:29:32.249662,V530
AP301158,Approval Requested,2024-01-08T20:10:19.461092,V530
AP301158,Manager Approval,2024-01-09T09:15:16.867973,V530
AP301158,Vendor Master Data Review,2024-01-09T10:02:32.483148,V530
AP301158,Payment Terms Verification,2024-01-09T10:37:57.035255,V530
AP301158,GL Account Assignment,2024-01-09T12:12:05.727411,V530
AP301158,Cost Center Assignment,2024-01-09T14:05:10.188086,V530
AP301158,Payment Block Release,2024-01-09T14:36:09.191347,V530
AP301158,Payment Scheduled,2024-01-09T21:41:25.510433,V530
AP301158,Payment Executed,2024-01-10T21:49:02.816354,V530
AP301158,Payment Confirmed,2024-01-10T23:39:26.340772,V530
AP301158,Invoice Posted,2024-01-11T01:12:59.542913,V530
AP301158,Document Archived,2024-01-11T01:33:41.738469,V530
AP891937,Invoice Received,2024-01-09T09:13:58.337580,V553
AP891937,Invoice Scanned,2024-01-09T10:07:21.050084,V553
AP891937,Invoice Validation,2024-01-09T13:19:14.699359,V553
AP891937,Three-Way Match,2024-01-09T16:28:27.460291,V553
AP891937,Tax Calculation,2024-01-09T17:49:16.457858,V553
AP891937,Approval Requested,2024-01-09T18:06:10.594346,V553
AP891937,Manager Approval,2024-01-10T03:16:53.908301,V553
AP891937,Finance Approval,2024-01-10T18:33:24.771329,V553
AP891937,Vendor Master Data Review,2024-01-10T19:07:52.259531,V553
AP891937,Payment Terms Verification,2024-01-10T20:07:23.077228,V553
AP891937,GL Account Assignment,2024-01-10T22:02:34.071294,V553
AP891937,Cost Center Assignment,2024-01-11T00:01:03.146066,V553
AP891937,Payment Block Release,2024-01-11T00:15:24.754695,V553
AP891937,Payment Scheduled,2024-01-11T08:40:08.610030,V553
AP891937,Payment Executed,2024-01-12T03:58:08.617482,V553
AP891937,Payment Confirmed,2024-01-12T04:42:23.852694,V553
AP891937,Invoice Posted,2024-01-12T05:12:52.326363,V553
AP891937,Document Archived,2024-01-12T05:41:37.135234,V553
AP128276,Invoice Received,2024-01-10T08:42:12.070305,V503
AP128276,Invoice Scanned,2024-01-10T09:16:48.110967,V503
AP128276,Invoice Validation,2024-01-10T10:44:19.107893,V503
AP128276,Three-Way Match,2024-01-10T14:08:03.533190,V503
AP128276,Price Variance Check,2024-01-10T16:36:29.883282,V503
AP128276,Tax Calculation,2024-01-10T17:46:29.180677,V503
AP128276,Approval Requested,2024-01-10T18:31:46.078007,V503
AP128276,Manager Approval,2024-01-11T11:05:26.482835,V503
AP128276,Finance Approval,2024-01-12T01:57:44.474570,V503
AP128276,Vendor Master Data Review,2024-01-12T02:42:33.300314,V503
AP128276,Payment Terms Verification,2024-01-12T04:22:35.896057,V503
AP128276,GL Account Assignment,2024-01-12T05:20:34.231062,V503
AP128276,Cost Center Assignment,2024-01-12T06:53:07.185432,V503
AP128276,Payment Block Release,2024-01-12T07:19:26.401331,V503
AP128276,Payment Scheduled,2024-01-12T12:54:27.543764,V503
AP128276,Payment Executed,2024-01-13T06:34:23.973035,V503
AP128276,Payment Confirmed,2024-01-13T07:57:05.942121,V503
AP128276,Invoice Posted,2024-01-13T08:51:05.435763,V503
AP128276,Document Archived,2024-01-13T09:37:00.052492,V503
AP172306,Invoice Received,2024-01-10T12:58:41.253675,V618
AP172306,Invoice Scanned,2024-01-10T13:38:22.114719,V618
AP172306,Invoice Validation,2024-01-10T17:36:59.678120,V618
AP172306,Three-Way Match,2024-01-10T20:37:02.850730,V618
AP172306,Quantity Variance Check,2024-01-10T23:29:04.313253,V618
AP172306,Tax Calculation,2024-01-11T00:58:23.432178,V618
AP172306,Approval Requested,2024-01-11T01:27:32.443525,V618
AP172306,Manager Approval,2024-01-11T10:13:58.604265,V618
AP172306,Vendor Master Data Review,2024-01-11T11:49:24.437348,V618
AP172306,Payment Terms Verification,2024-01-11T13:05:36.513196,V618
AP172306,GL Account Assignment,2024-01-11T14:07:09.064189,V618
AP172306,Cost Center Assignment,2024-01-11T15:53:09.678438,V618
AP172306,Payment Block Release,2024-01-11T16:30:02.104618,V618
AP172306,Payment Scheduled,2024-01-11T21:29:26.763859,V618
AP172306,Payment Executed,2024-01-12T13:37:30.712303,V618
AP172306,Payment Confirmed,2024-01-12T14:09:21.741679,V618
AP172306,Invoice Posted,2024-01-12T15:10:11.614842,V618
AP172306,Document Archived,2024-01-12T15:51:20.823891,V618
AP575786,Invoice Received,2024-01-12T12:22:40.947988,V377
AP575786,Invoice Scanned,2024-01-12T12:54:43.136490,V377
AP575786,Invoice Validation,2024-01-12T15:36:13.049265,V377
AP575786,Approval Requested,2024-01-12T16:04:38.601950,V377
AP575786,Manager Approval,2024-01-13T10:06:52.992079,V377
AP575786,Vendor Master Data Review,2024-01-13T11:00:23.536209,V377
AP575786,Payment Terms Verification,2024-01-13T12:20:06.901642,V377
AP575786,GL Account Assignment,2024-01-13T12:52:07.199178,V377
AP575786,Cost Center Assignment,2024-01-13T14:28:22.002351,V377
AP575786,Payment Block Release,2024-01-13T14:42:34.624320,V377
AP575786,Payment Scheduled,2024-01-13T19:30:24.790742,V377
AP575786,Payment Executed,2024-01-14T13:27:48.546898,V377
AP575786,Payment Confirmed,2024-01-14T14:44:21.243316,V377
AP575786,Invoice Posted,2024-01-14T15:33:26.562145,V377
AP575786,Document Archived,2024-01-14T15:50:22.734073,V377
AP748458,Invoice Received,2024-01-13T16:57:13.122899,V331
AP748458,Invoice Scanned,2024-01-13T17:26:36.274492,V331
AP748458,Invoice Validation,2024-01-13T19:40:23.919253,V331
AP748458,Approval Requested,2024-01-13T20:01:54.593392,V331
AP748458,Manager Approval,2024-01-14T02:32:37.066629,V331
AP748458,Finance Approval,2024-01-15T02:56:41.759342,V331
AP748458,Vendor Master Data Review,2024-01-15T04:27:37.898888,V331
AP748458,Payment Terms Verification,2024-01-15T05:18:42.006738,V331
AP748458,GL Account Assignment,2024-01-15T05:51:13.456951,V331
AP748458,Cost Center Assignment,2024-01-15T07:36:04.302228,V331
AP748458,Payment Block Release,2024-01-15T07:56:17.432553,V331
AP748458,Payment Scheduled,2024-01-15T10:33:38.931215,V331
AP748458,Payment Executed,2024-01-15T16:21:41.022269,V331
AP748458,Payment Confirmed,2024-01-15T18:23:25.052448,V331
AP748458,Invoice Posted,2024-01-15T19:29:56.631492,V331
AP748458,Document Archived,2024-01-15T19:57:37.845190,V331
AP870214,Invoice Received,2024-01-14T14:59:03.860462,V430
AP870214,Invoice Scanned,2024-01-14T15:56:08.089269,V430
AP870214,Invoice Validation,2024-01-14T17:13:40.026447,V430
AP870214,Approval Requested,2024-01-14T18:03:25.790692,V430
AP870214,Manager Approval,2024-01-15T08:28:30.130605,V430
AP870214,Finance Approval,2024-01-17T11:46:36.766823,V430
AP870214,Vendor Master Data Review,2024-01-17T13:54:00.152835,V430
AP870214,Payment Terms Verification,2024-01-17T14:48:32.457168,V430
AP870214,GL Account Assignment,2024-01-17T16:02:09.608857,V430
AP870214,Cost Center Assignment,2024-01-17T17:22:22.469975,V430
AP870214,Payment Block Release,2024-01-17T17:41:10.054702,V430
AP870214,Payment Scheduled,2024-01-18T02:03:01.111490,V430
AP870214,Payment Executed,2024-01-18T07:07:46.057700,V430
AP870214,Payment Confirmed,2024-01-18T07:46:25.008755,V430
AP870214,Invoice Posted,2024-01-18T09:06:51.506391,V430
AP870214,Document Archived,2024-01-18T09:32:11.478877,V430
AP130271,Invoice Received,2024-01-15T06:47:05.093349,V745
AP130271,Invoice Scanned,2024-01-15T07:35:49.685961,V745
AP130271,Invoice Validation,2024-01-15T13:09:26.935220,V745
AP130271,Three-Way Match,2024-01-15T16:30:54.312771,V745
AP130271,Quantity Variance Check,2024-01-15T19:26:43.068614,V745
AP130271,Tax Calculation,2024-01-15T21:57:06.070576,V745
AP130271,Approval Requested,2024-01-15T22:42:38.707828,V745
AP130271,Manager Approval,2024-01-16T16:55:41.944665,V745
AP130271,Vendor Master Data Review,2024-01-16T18:09:10.247251,V745
AP130271,Payment Terms Verification,2024-01-16T20:26:29.599532,V745
AP130271,GL Account Assignment,2024-01-16T21:27:40.665935,V745
AP130271,Cost Center Assignment,2024-01-16T23:50:57.779567,V745
AP130271,Payment Block Release,2024-01-17T00:35:07.770626,V745
AP130271,Payment Scheduled,2024-01-17T06:47:07.547793,V745
AP130271,Payment Executed,2024-01-17T16:50:59.877403,V745
AP130271,Payment Confirmed,2024-01-17T17:58:58.245413,V745
AP130271,Invoice Posted,2024-01-17T20:04:57.398087,V745
AP130271,Document Archived,2024-01-17T20:46:20.909845,V745
AP138817,Invoice Received,2024-01-16T22:39:00.381494,V229
AP138817,Invoice Scanned,2024-01-16T23:42:39.340466,V229
AP138817,Invoice Validation,2024-01-17T02:48:32.417307,V229
AP138817,Three-Way Match,2024-01-17T07:35:08.202230,V229
AP138817,Quantity Variance Check,2024-01-17T10:53:02.405327,V229
AP138817,Tax Calculation,2024-01-17T12:54:09.777277,V229
AP138817,Approval Requested,2024-01-17T13:55:28.575583,V229
AP138817,Manager Approval,2024-01-18T13:30:59.546134,V229
AP138817,Vendor Master Data Review,2024-01-18T14:03:59.129176,V229
AP138817,Payment Terms Verification,2024-01-18T16:46:23.905400,V229
AP138817,GL Account Assignment,2024-01-18T17:55:57.402522,V229
AP138817,Cost Center Assignment,2024-01-18T20:03:15.670569,V229
AP138817,Payment Block Release,2024-01-18T20:57:55.061791,V229
AP138817,Payment Scheduled,2024-01-19T01:15:05.917365,V229
AP138817,Payment Executed,2024-01-19T19:15:44.630567,V229
AP138817,Payment Confirmed,2024-01-19T20:00:56.847726,V229
AP138817,Invoice Posted,2024-01-19T21:33:12.345528,V229
AP138817,Document Archived,2024-01-19T21:58:32.057768,V229
AP943718,Invoice Received,2024-01-17T12:39:35.249817,V576
AP943718,Invoice Scanned,2024-01-17T13:05:45.968470,V576
AP943718,Invoice Validation,2024-01-17T15:21:32.063861,V576
AP943718,Three-Way Match,2024-01-17T19:08:45.362984,V576
AP943718,Price Variance Check,2024-01-17T20:33:13.330504,V576
AP943718,Tax Calculation,2024-01-17T21:51:29.687357,V576
AP943718,Approval Requested,2024-01-17T22:41:41.312970,V576
AP943718,Manager Approval,2024-01-18T11:06:51.561990,V576
AP943718,Vendor Master Data Review,2024-01-18T11:35:33.741080,V576
AP943718,Payment Terms Verification,2024-01-18T12:57:02.493713,V576
AP943718,GL Account Assignment,2024-01-18T14:00:45.034830,V576
AP943718,Cost Center Assignment,2024-01-18T15:14:20.400458,V576
AP943718,Payment Block Release,2024-01-18T15:54:54.367778,V576
AP943718,Payment Scheduled,2024-01-18T22:11:56.151075,V576
AP943718,Payment Executed,2024-01-19T08:46:42.439554,V576
AP943718,Payment Confirmed,2024-01-19T09:14:41.887713,V576
AP943718,Invoice Posted,2024-01-19T09:45:57.135137,V576
AP943718,Document Archived,2024-01-19T10:33:30.334580,V576
AP964749,Invoice Received,2024-01-19T09:16:39.127833,V593
AP964749,Invoice Scanned,2024-01-19T10:17:18.152688,V593
AP964749,Invoice Validation,2024-01-19T13:46:25.103030,V593
AP964749,Three-Way Match,2024-01-19T19:10:46.080926,V593
AP964749,Tax Calculation,2024-01-19T20:31:11.658630,V593
AP964749,Approval Requested,2024-01-19T20:58:36.884195,V593
AP964749,Manager Approval,2024-01-20T17:02:28.659651,V593
AP964749,Vendor Master Data Review,2024-01-20T18:42:02.685623,V593
AP964749,Payment Terms Verification,2024-01-20T20:13:07.238626,V593
AP964749,GL Account Assignment,2024-01-20T21:27:41.421383,V593
AP964749,Cost Center Assignment,2024-01-20T23:10:49.115764,V593
AP964749,Payment Block Release,2024-01-20T23:55:44.521218,V593
AP964749,Payment Scheduled,2024-01-21T03:07:34.320980,V593
AP964749,Payment Executed,2024-01-21T13:43:05.244956,V593
AP964749,Payment Confirmed,2024-01-21T15:12:49.816901,V593
AP964749,Invoice Posted,2024-01-21T16:50:28.018443,V593
AP964749,Document Archived,2024-01-21T18:00:21.457661,V593
AP393328,Invoice Received,2024-01-21T00:46:12.365271,V133
AP393328,Invoice Scanned,2024-01-21T01:08:00.115501,V133
AP393328,Invoice Validation,2024-01-21T03:19:44.911444,V133
AP393328,Three-Way Match,2024-01-21T05:09:58.376347,V133
AP393328,Tax Calculation,2024-01-21T07:07:18.737261,V133
AP393328,Approval Requested,2024-01-21T07:30:38.108914,V133
AP393328,Manager Approval,2024-01-21T10:07:31.705358,V133
AP393328,Vendor Master Data Review,2024-01-21T11:27:34.390442,V133
AP393328,Payment Terms Verification,2024-01-21T12:41:56.883934,V133
AP393328,GL Account Assignment,2024-01-21T13:32:51.323444,V133
AP393328,Cost Center Assignment,2024-01-21T14:41:25.421534,V133
AP393328,Payment Block Release,2024-01-21T15:35:46.744565,V133
AP393328,Payment Scheduled,2024-01-21T18:20:26.780689,V133
AP393328,Payment Executed,2024-01-22T05:32:54.380815,V133
AP393328,Payment Confirmed,2024-01-22T05:58:31.836871,V133
AP393328,Invoice Posted,2024-01-22T06:50:11.180873,V133
AP393328,Document Archived,2024-01-22T07:20:05.677409,V133
AP744986,Invoice Received,2024-01-22T06:51:59.920273,V144
AP744986,Invoice Scanned,2024-01-22T07:22:12.619577,V144
AP744986,Invoice Validation,2024-01-22T11:55:15.675807,V144
AP744986,Three-Way Match,2024-01-22T14:33:34.125852,V144
AP744986,Quantity Variance Check,2024-01-22T17:09:31.977068,V144
AP744986,Tax Calculation,2024-01-22T17:52:56.805936,V144
AP744986,Approval Requested,2024-01-22T18:37:45.144663,V144
AP744986,Manager Approval,2024-01-23T03:08:08.893376,V144
AP744986,Vendor Master Data Review,2024-01-23T04:33:53.447955,V144
AP744986,Payment Terms Verification,2024-01-23T06:25:07.346528,V144
AP744986,GL Account Assignment,2024-01-23T07:44:29.667321,V144
AP744986,Cost Center Assignment,2024-01-23T09:24:43.824868,V144
AP744986,Payment Block Release,2024-01-23T09:51:36.930814,V144
AP744986,Payment Scheduled,2024-01-23T18:09:31.799640,V144
AP744986,Payment Executed,2024-01-23T23:01:02.321697,V144
AP744986,Payment Confirmed,2024-01-24T00:33:06.584263,V144
AP744986,Invoice Posted,2024-01-24T01:14:58.411063,V144
AP744986,Document Archived,2024-01-24T01:58:30.797835,V144
AP856086,Invoice Received,2024-01-24T01:41:21.823305,V152
AP856086,Invoice Scanned,2024-01-24T02:24:55.028890,V152
AP856086,Invoice Validation,2024-01-24T04:06:28.803346,V152
AP856086,Approval Requested,2024-01-24T04:48:18.241371,V152
AP856086,Manager Approval,2024-01-25T07:47:21.306247,V152
AP856086,Vendor Master Data Review,2024-01-25T09:57:23.769700,V152
AP856086,Payment Terms Verification,2024-01-25T10:42:53.822512,V152
AP856086,GL Account Assignment,2024-01-25T11:39:29.219847,V152
AP856086,Cost Center Assignment,2024-01-25T12:44:24.766574,V152
AP856086,Payment Block Release,2024-01-25T13:51:06.539016,V152
AP856086,Payment Scheduled,2024-01-25T17:27:20.062754,V152
AP856086,Payment Executed,2024-01-26T13:34:29.641441,V152
AP856086,Payment Confirmed,2024-01-26T14:43:31.551877,V152
AP856086,Invoice Posted,2024-01-26T16:46:39.951069,V152
AP856086,Document Archived,2024-01-26T17:04:39.046593,V152
AP794093,Invoice Received,2024-01-25T07:01:32.171226,V534
AP794093,Invoice Scanned,2024-01-25T07:42:56.622526,V534
AP794093,Invoice Validation,2024-01-25T09:41:51.104809,V534
AP794093,Three-Way Match,2024-01-25T13:31:01.798442,V534
AP794093,Price Variance Check,2024-01-25T15:16:58.247937,V534
AP794093,Tax Calculation,2024-01-25T15:58:52.203280,V534
AP794093,Approval Requested,2024-01-25T16:22:46.469599,V534
AP794093,Manager Approval,2024-01-25T21:57:49.728638,V534
AP794093,Vendor Master Data Review,2024-01-25T23:22:51.371775,V534
AP794093,Payment Terms Verification,2024-01-26T00:04:37.370385,V534
AP794093,GL Account Assignment,2024-01-26T00:41:38.861015,V534
AP794093,Cost Center Assignment,2024-01-26T02:05:52.091017,V534
AP794093,Payment Block Release,2024-01-26T02:34:27.728184,V534
AP794093,Payment Scheduled,2024-01-26T06:59:56.037747,V534
AP794093,Payment Executed,2024-01-27T07:06:18.445414,V534
AP794093,Payment Confirmed,2024-01-27T08:41:25.635938,V534
AP794093,Invoice Posted,2024-01-27T09:55:22.018703,V534
AP794093,Document Archived,2024-01-27T10:23:37.399813,V534
AP634723,Invoice Received,2024-01-25T17:38:21.580403,V298
AP634723,Invoice Scanned,2024-01-25T18:36:44.793994,V298
AP634723,Invoice Validation,2024-01-25T19:52:38.945277,V298
AP634723,Three-Way Match,2024-01-26T01:13:54.860575,V298
AP634723,Price Variance Check,2024-01-26T03:46:17.800993,V298
AP634723,Tax Calculation,2024-01-26T05:22:40.485814,V298
AP634723,Approval Requested,2024-01-26T06:05:15.805797,V298
AP634723,Manager Approval,2024-01-27T04:10:13.673179,V298
AP634723,Finance Approval,2024-01-27T11:00:47.291379,V298
AP634723,Vendor Master Data Review,2024-01-27T11:45:47.652194,V298
AP634723,Payment Terms Verification,2024-01-27T12:42:36.991730,V298
AP634723,GL Account Assignment,2024-01-27T14:09:43.012037,V298
AP634723,Cost Center Assignment,2024-01-27T16:01:36.872653,V298
AP634723,Payment Block Release,2024-01-27T16:38:12.891470,V298
AP634723,Payment Scheduled,2024-01-27T23:51:49.982676,V298
AP634723,Payment Executed,2024-01-28T15:41:03.809995,V298
AP634723,Payment Confirmed,2024-01-28T16:17:00.241070,V298
AP634723,Invoice Posted,2024-01-28T18:00:58.739491,V298
AP634723,Document Archived,2024-01-28T18:33:44.716123,V298
AP648141,Invoice Received,2024-01-26T06:17:24.483505,V724
AP648141,Invoice Scanned,2024-01-26T06:48:38.616841,V724
AP648141,Invoice Validation,2024-01-26T10:22:36.619189,V724
AP648141,Three-Way Match,2024-01-26T12:55:28.338902,V724
AP648141,Price Variance Check,2024-01-26T15:31:31.008314,V724
AP648141,Tax Calculation,2024-01-26T17:12:52.412618,V724
AP648141,Approval Requested,2024-01-26T17:32:57.265958,V724
AP648141,Manager Approval,2024-01-27T10:09:54.981007,V724
AP648141,Vendor Master Data Review,2024-01-27T11:55:37.288609,V724
AP648141,Payment Terms Verification,2024-01-27T13:49:33.299021,V724
AP648141,GL Account Assignment,2024-01-27T15:44:09.133558,V724
AP648141,Cost Center Assignment,2024-01-27T17:06:02.827089,V724
AP648141,Payment Block Release,2024-01-27T17:35:36.604804,V724
AP648141,Payment Scheduled,2024-01-27T21:28:00.916802,V724
AP648141,Payment Executed,2024-01-28T04:45:39.709574,V724
AP648141,Payment Confirmed,2024-01-28T06:14:44.938808,V724
AP648141,Invoice Posted,2024-01-28T08:16:02.945491,V724
AP648141,Document Archived,2024-01-28T08:49:24.937579,V724
AP971728,Invoice Received,2024-01-26T15:49:36.583225,V809
AP971728,Invoice Scanned,2024-01-26T16:23:04.074519,V809
AP971728,Invoice Validation,2024-01-26T18:03:31.787433,V809
AP971728,Three-Way Match,2024-01-26T22:57:03.425147,V809
AP971728,Quantity Variance Check,2024-01-27T00:46:11.078816,V809
AP971728,Tax Calculation,2024-01-27T02:25:47.142209,V809
AP971728,Approval Requested,2024-01-27T03:24:10.592789,V809
AP971728,Manager Approval,2024-01-27T13:55:06.174564,V809
AP971728,Vendor Master Data Review,2024-01-27T15:51:05.861305,V809
AP971728,Payment Terms Verification,2024-01-27T16:46:33.765213,V809
AP971728,GL Account Assignment,2024-01-27T17:53:46.128643,V809
AP971728,Cost Center Assignment,2024-01-27T19:31:12.505013,V809
AP971728,Payment Block Release,2024-01-27T20:02:54.360885,V809
AP971728,Payment Scheduled,2024-01-28T01:29:56.774681,V809
