CaseId,ActivityName,ActivityTime,VendorID
AP663750,Price Variance Check,2025-04-30T01:09:31.049565+00:00,V318
AP663750,Tax Calculation,2025-04-30T03:33:35.595889+00:00,V318
AP946305,Invoice Received,2025-04-14T07:36:29.945537+00:00,V769
AP946305,Invoice Scanned,2025-04-14T11:22:10.071634+00:00,V769
AP946305,Invoice Validation,2025-04-14T12:13:55.261558+00:00,V769
AP946305,Three-Way Match,2025-04-14T15:48:19.661317+00:00,V769
AP946305,Price Variance Check,2025-04-14T17:13:51.931928+00:00,V769
AP946305,Tax Calculation,2025-04-14T20:50:42.312036+00:00,V769
AP262998,Invoice Received,2025-04-27T13:06:06.628542+00:00,V378
AP262998,Invoice Scanned,2025-04-27T16:00:29.092365+00:00,V378
AP262998,Invoice Validation,2025-04-27T19:29:35.793839+00:00,V378
AP262998,Three-Way Match,2025-04-27T21:45:43.947971+00:00,V378
AP262998,Price Variance Check,2025-04-27T23:08:28.075747+00:00,V378
AP262998,Tax Calculation,2025-04-28T02:49:10.879729+00:00,V378
AP765095,Invoice Received,2025-05-03T14:43:52.023632+00:00,V533
AP765095,Invoice Scanned,2025-05-03T17:27:39.652186+00:00,V533
AP765095,Invoice Validation,2025-05-03T18:52:40.288493+00:00,V533
AP765095,Three-Way Match,2025-05-03T21:58:19.797938+00:00,V533
AP765095,Price Variance Check,2025-05-04T00:24:10.971244+00:00,V533
AP765095,Tax Calculation,2025-05-04T02:23:59.826423+00:00,V533
AP178898,Invoice Received,2025-05-02T14:43:00.018680+00:00,V807
AP178898,Invoice Scanned,2025-05-02T17:09:01.834899+00:00,V807
AP178898,Invoice Validation,2025-05-02T19:09:17.147481+00:00,V807
AP178898,Three-Way Match,2025-05-02T19:48:04.191094+00:00,V807
AP178898,Price Variance Check,2025-05-02T21:34:38.800187+00:00,V807
AP178898,Tax Calculation,2025-05-03T01:20:35.709120+00:00,V807
AP141832,Invoice Received,2025-04-26T09:11:13.485036+00:00,V466
AP141832,Invoice Scanned,2025-04-26T12:25:02.949684+00:00,V466
AP141832,Invoice Validation,2025-04-26T16:00:43.046922+00:00,V466
AP141832,Three-Way Match,2025-04-26T17:56:03.402034+00:00,V466
AP141832,Price Variance Check,2025-04-26T20:36:23.737062+00:00,V466
AP141832,Tax Calculation,2025-04-26T21:38:51.109125+00:00,V466
AP270395,Invoice Received,2025-05-02T23:49:36.003972+00:00,V919
AP270395,Invoice Scanned,2025-05-03T01:29:21.540868+00:00,V919
AP270395,Invoice Validation,2025-05-03T05:14:49.821032+00:00,V919
AP270395,Three-Way Match,2025-05-03T08:33:17.983783+00:00,V919
AP270395,Price Variance Check,2025-05-03T12:04:45.190541+00:00,V919
AP270395,Tax Calculation,2025-05-03T15:25:00.631930+00:00,V919
AP270395,Approval Requested,2025-05-03T16:51:02.383871+00:00,V919
AP270395,Manager Approval,2025-05-03T20:06:23.302686+00:00,V919
AP270395,Vendor Master Data Review,2025-05-03T20:59:05.307579+00:00,V919
AP270395,Payment Terms Verification,2025-05-04T00:32:14.609044+00:00,V919
AP333238,Invoice Received,2025-04-24T20:52:15.116085+00:00,V304
AP333238,Invoice Scanned,2025-04-24T22:10:02.819226+00:00,V304
AP333238,Invoice Validation,2025-04-24T22:45:00.991103+00:00,V304
AP333238,Three-Way Match,2025-04-24T23:55:34.426436+00:00,V304
AP333238,Price Variance Check,2025-04-25T01:34:30.527021+00:00,V304
AP333238,Tax Calculation,2025-04-25T05:06:01.374091+00:00,V304
AP333238,Approval Requested,2025-04-25T08:59:04.176802+00:00,V304
AP333238,Manager Approval,2025-04-25T10:27:41.151710+00:00,V304
AP333238,Vendor Master Data Review,2025-04-25T13:12:23.821616+00:00,V304
AP333238,Payment Terms Verification,2025-04-25T15:06:19.769259+00:00,V304
AP662262,Invoice Received,2025-04-08T04:59:43.867431+00:00,V439
AP662262,Invoice Scanned,2025-04-08T07:31:39.298076+00:00,V439
AP662262,Invoice Validation,2025-04-08T11:28:12.035294+00:00,V439
AP662262,Three-Way Match,2025-04-08T12:06:14.075981+00:00,V439
AP662262,Price Variance Check,2025-04-08T14:41:30.873794+00:00,V439
AP662262,Tax Calculation,2025-04-08T16:24:06.531401+00:00,V439
AP662262,Approval Requested,2025-04-08T19:39:15.526446+00:00,V439
AP662262,Manager Approval,2025-04-08T21:40:54.089383+00:00,V439
AP662262,Vendor Master Data Review,2025-04-09T01:37:35.461084+00:00,V439
AP662262,Payment Terms Verification,2025-04-09T02:31:52.597963+00:00,V439
AP299312,Invoice Received,2025-04-21T00:49:25.285668+00:00,V360
AP299312,Invoice Scanned,2025-04-21T04:08:47.322626+00:00,V360
AP299312,Invoice Validation,2025-04-21T07:03:01.722677+00:00,V360
AP299312,Three-Way Match,2025-04-21T10:50:29.037994+00:00,V360
AP299312,Price Variance Check,2025-04-21T13:55:15.712932+00:00,V360
AP299312,Tax Calculation,2025-04-21T15:06:38.355559+00:00,V360
AP299312,Approval Requested,2025-04-21T17:07:12.702794+00:00,V360
AP299312,Manager Approval,2025-04-21T20:56:28.521317+00:00,V360
AP299312,Vendor Master Data Review,2025-04-22T00:39:50.234105+00:00,V360
AP299312,Payment Terms Verification,2025-04-22T03:20:41.992270+00:00,V360
AP230679,Invoice Received,2025-04-24T16:40:02.101019+00:00,V837
AP230679,Invoice Scanned,2025-04-24T18:34:32.345896+00:00,V837
AP230679,Invoice Validation,2025-04-24T20:06:37.601448+00:00,V837
AP230679,Three-Way Match,2025-04-24T21:03:21.427716+00:00,V837
AP230679,Price Variance Check,2025-04-24T23:01:39.051522+00:00,V837
AP230679,Tax Calculation,2025-04-25T02:49:07.633773+00:00,V837
AP230679,Approval Requested,2025-04-25T05:41:21.839883+00:00,V837
AP230679,Manager Approval,2025-04-25T09:20:57.189759+00:00,V837
AP230679,Vendor Master Data Review,2025-04-25T12:00:12.677700+00:00,V837
AP230679,Payment Terms Verification,2025-04-25T13:33:24.646120+00:00,V837
AP230679,GL Account Assignment,2025-04-25T15:58:28.655006+00:00,V837
AP230679,Cost Center Assignment,2025-04-25T16:28:33.769846+00:00,V837
AP230679,Payment Block Release,2025-04-25T17:58:48.882679+00:00,V837
AP708158,Invoice Received,2025-04-20T04:24:56.803988+00:00,V721
AP708158,Invoice Scanned,2025-04-20T05:39:49.441640+00:00,V721
AP708158,Invoice Validation,2025-04-20T07:49:11.587582+00:00,V721
AP708158,Three-Way Match,2025-04-20T11:28:26.465987+00:00,V721
AP708158,Price Variance Check,2025-04-20T14:45:36.377965+00:00,V721
AP708158,Tax Calculation,2025-04-20T15:51:14.489557+00:00,V721
AP708158,Approval Requested,2025-04-20T16:39:02.913320+00:00,V721
AP708158,Manager Approval,2025-04-20T18:57:17.608645+00:00,V721
AP708158,Vendor Master Data Review,2025-04-20T21:40:12.663428+00:00,V721
AP708158,Payment Terms Verification,2025-04-20T23:20:36.035446+00:00,V721
AP708158,GL Account Assignment,2025-04-21T02:42:28.171099+00:00,V721
AP708158,Cost Center Assignment,2025-04-21T05:50:12.511632+00:00,V721
AP708158,Payment Block Release,2025-04-21T08:41:29.737081+00:00,V721
AP308802,Invoice Received,2025-04-26T13:45:09.239494+00:00,V250
AP308802,Invoice Scanned,2025-04-26T17:13:35.934446+00:00,V250
AP308802,Invoice Validation,2025-04-26T17:58:53.570134+00:00,V250
AP308802,Three-Way Match,2025-04-26T19:55:55.526873+00:00,V250
AP308802,Price Variance Check,2025-04-26T22:38:10.570670+00:00,V250
AP308802,Tax Calculation,2025-04-26T23:49:00.454653+00:00,V250
AP308802,Approval Requested,2025-04-27T02:45:14.518209+00:00,V250
AP308802,Manager Approval,2025-04-27T04:59:03.670539+00:00,V250
AP308802,Vendor Master Data Review,2025-04-27T06:20:17.874478+00:00,V250
AP308802,Payment Terms Verification,2025-04-27T09:08:04.205418+00:00,V250
AP308802,GL Account Assignment,2025-04-27T09:39:14.070127+00:00,V250
AP308802,Cost Center Assignment,2025-04-27T12:46:56.222532+00:00,V250
AP308802,Payment Block Release,2025-04-27T15:58:38.804508+00:00,V250
AP545798,Invoice Received,2025-04-18T14:10:37.812141+00:00,V324
AP545798,Invoice Scanned,2025-04-18T15:32:57.710465+00:00,V324
AP545798,Invoice Validation,2025-04-18T19:01:06.748442+00:00,V324
AP545798,Three-Way Match,2025-04-18T21:06:58.167443+00:00,V324
AP545798,Price Variance Check,2025-04-19T00:25:16.016625+00:00,V324
AP545798,Tax Calculation,2025-04-19T03:15:27.496056+00:00,V324
AP545798,Approval Requested,2025-04-19T07:12:54.940965+00:00,V324
AP545798,Manager Approval,2025-04-19T09:47:57.640178+00:00,V324
AP545798,Vendor Master Data Review,2025-04-19T13:37:28.139244+00:00,V324
AP545798,Payment Terms Verification,2025-04-19T17:14:40.105909+00:00,V324
AP545798,GL Account Assignment,2025-04-19T19:53:19.525176+00:00,V324
AP545798,Cost Center Assignment,2025-04-19T22:54:22.377088+00:00,V324
AP545798,Payment Block Release,2025-04-20T01:10:22.581965+00:00,V324
AP674485,Invoice Received,2025-04-08T16:28:29.232988+00:00,V556
AP674485,Invoice Scanned,2025-04-08T19:36:21.620498+00:00,V556
AP674485,Invoice Validation,2025-04-08T23:02:43.892885+00:00,V556
AP674485,Three-Way Match,2025-04-09T00:30:58.015934+00:00,V556
AP674485,Price Variance Check,2025-04-09T03:44:16.718859+00:00,V556
AP674485,Tax Calculation,2025-04-09T05:56:02.641274+00:00,V556
AP674485,Approval Requested,2025-04-09T07:16:17.139158+00:00,V556
AP674485,Manager Approval,2025-04-09T09:18:39.533833+00:00,V556
AP674485,Vendor Master Data Review,2025-04-09T12:18:30.199102+00:00,V556
AP674485,Payment Terms Verification,2025-04-09T13:37:44.818185+00:00,V556
AP674485,GL Account Assignment,2025-04-09T15:18:16.497146+00:00,V556
AP674485,Cost Center Assignment,2025-04-09T18:55:48.635239+00:00,V556
AP674485,Payment Block Release,2025-04-09T19:42:43.913725+00:00,V556
AP501641,Invoice Received,2025-04-27T11:02:27.006611+00:00,V810
AP501641,Invoice Scanned,2025-04-27T12:41:56.112138+00:00,V810
AP501641,Invoice Validation,2025-04-27T14:49:46.758360+00:00,V810
AP501641,Three-Way Match,2025-04-27T15:32:51.306313+00:00,V810
AP501641,Price Variance Check,2025-04-27T18:57:45.735047+00:00,V810
AP501641,Tax Calculation,2025-04-27T20:49:33.142887+00:00,V810
AP501641,Approval Requested,2025-04-28T00:01:12.569618+00:00,V810
AP501641,Manager Approval,2025-04-28T03:49:52.951241+00:00,V810
AP501641,Vendor Master Data Review,2025-04-28T04:23:59.053896+00:00,V810
AP501641,Payment Terms Verification,2025-04-28T07:58:55.327973+00:00,V810
AP501641,GL Account Assignment,2025-04-28T10:29:49.026343+00:00,V810
AP501641,Cost Center Assignment,2025-04-28T12:39:58.970973+00:00,V810
AP501641,Payment Block Release,2025-04-28T16:27:57.515857+00:00,V810
AP508930,Invoice Received,2025-04-12T00:08:26.006912+00:00,V973
AP508930,Invoice Scanned,2025-04-12T02:45:06.989533+00:00,V973
AP508930,Invoice Validation,2025-04-12T04:01:25.777081+00:00,V973
AP508930,Three-Way Match,2025-04-12T05:17:30.489677+00:00,V973
AP508930,Price Variance Check,2025-04-12T07:19:02.022975+00:00,V973
AP508930,Tax Calculation,2025-04-12T07:55:07.735706+00:00,V973
AP508930,Approval Requested,2025-04-12T09:35:42.967957+00:00,V973
AP508930,Manager Approval,2025-04-12T12:28:20.155708+00:00,V973
AP508930,Vendor Master Data Review,2025-04-12T14:23:14.545739+00:00,V973
AP508930,Payment Terms Verification,2025-04-12T15:27:54.109352+00:00,V973
AP508930,GL Account Assignment,2025-04-12T17:36:03.225232+00:00,V973
AP508930,Cost Center Assignment,2025-04-12T18:32:51.335478+00:00,V973
AP508930,Payment Block Release,2025-04-12T21:13:31.773186+00:00,V973
AP513160,Invoice Received,2025-05-02T21:53:11.758255+00:00,V706
AP513160,Invoice Scanned,2025-05-02T22:51:41.571794+00:00,V706
AP513160,Invoice Validation,2025-05-03T00:58:38.972189+00:00,V706
AP513160,Three-Way Match,2025-05-03T01:39:12.558571+00:00,V706
AP513160,Price Variance Check,2025-05-03T03:28:49.267260+00:00,V706
AP513160,Tax Calculation,2025-05-03T04:43:16.186841+00:00,V706
AP513160,Approval Requested,2025-05-03T06:21:54.443983+00:00,V706
AP513160,Manager Approval,2025-05-03T09:31:45.938302+00:00,V706
AP513160,Vendor Master Data Review,2025-05-03T11:21:22.928618+00:00,V706
AP513160,Payment Terms Verification,2025-05-03T14:29:18.252395+00:00,V706
AP513160,GL Account Assignment,2025-05-03T17:54:00.498388+00:00,V706
AP513160,Cost Center Assignment,2025-05-03T19:16:59.119688+00:00,V706
AP513160,Payment Block Release,2025-05-03T20:04:11.138221+00:00,V706
AP665621,Invoice Received,2025-04-14T20:44:02.496378+00:00,V153
AP665621,Invoice Scanned,2025-04-14T23:30:54.605034+00:00,V153
AP665621,Invoice Validation,2025-04-15T02:39:17.943405+00:00,V153
AP665621,Three-Way Match,2025-04-15T06:28:43.051237+00:00,V153
AP665621,Price Variance Check,2025-04-15T07:40:34.995835+00:00,V153
AP665621,Tax Calculation,2025-04-15T08:14:51.784053+00:00,V153
AP665621,Approval Requested,2025-04-15T09:16:51.801610+00:00,V153
AP665621,Manager Approval,2025-04-15T10:13:22.185893+00:00,V153
AP665621,Vendor Master Data Review,2025-04-15T13:03:57.367335+00:00,V153
AP665621,Payment Terms Verification,2025-04-15T15:32:23.384067+00:00,V153
AP665621,GL Account Assignment,2025-04-15T16:48:09.737282+00:00,V153
AP665621,Cost Center Assignment,2025-04-15T19:45:02.995920+00:00,V153
AP665621,Payment Block Release,2025-04-15T22:56:05.911959+00:00,V153
AP665621,Payment Scheduled,2025-04-16T00:01:20.055165+00:00,V153
AP884256,Invoice Received,2025-04-05T15:25:57.675332+00:00,V835
AP884256,Invoice Scanned,2025-04-05T16:01:21.223493+00:00,V835
AP884256,Invoice Validation,2025-04-05T17:36:51.884772+00:00,V835
AP884256,Three-Way Match,2025-04-05T20:29:06.460586+00:00,V835
AP884256,Price Variance Check,2025-04-06T00:20:19.438347+00:00,V835
AP884256,Tax Calculation,2025-04-06T02:13:37.284310+00:00,V835
AP884256,Approval Requested,2025-04-06T05:13:46.469594+00:00,V835
AP884256,Manager Approval,2025-04-06T05:59:44.025215+00:00,V835
AP884256,Vendor Master Data Review,2025-04-06T08:54:45.766856+00:00,V835
AP884256,Payment Terms Verification,2025-04-06T11:36:29.021041+00:00,V835
AP884256,GL Account Assignment,2025-04-06T12:27:52.977490+00:00,V835
AP884256,Cost Center Assignment,2025-04-06T15:40:06.236640+00:00,V835
AP884256,Payment Block Release,2025-04-06T19:08:39.931453+00:00,V835
AP884256,Payment Scheduled,2025-04-06T21:44:45.117800+00:00,V835
AP693423,Invoice Received,2025-04-18T06:01:28.682243+00:00,V901
AP693423,Invoice Scanned,2025-04-18T06:45:57.537123+00:00,V901
AP693423,Invoice Validation,2025-04-18T09:31:56.582124+00:00,V901
AP693423,Three-Way Match,2025-04-18T10:04:35.999216+00:00,V901
AP693423,Price Variance Check,2025-04-18T12:02:48.739351+00:00,V901
AP693423,Tax Calculation,2025-04-18T14:15:45.280834+00:00,V901
AP693423,Approval Requested,2025-04-18T16:16:47.675691+00:00,V901
AP693423,Manager Approval,2025-04-18T18:02:51.244976+00:00,V901
AP693423,Vendor Master Data Review,2025-04-18T21:40:05.090163+00:00,V901
AP693423,Payment Terms Verification,2025-04-18T23:46:37.805943+00:00,V901
AP693423,GL Account Assignment,2025-04-19T00:48:45.494422+00:00,V901
AP693423,Cost Center Assignment,2025-04-19T01:55:44.820132+00:00,V901
AP693423,Payment Block Release,2025-04-19T04:15:18.829143+00:00,V901
AP693423,Payment Scheduled,2025-04-19T07:01:54.592560+00:00,V901
AP664315,Invoice Received,2025-04-21T01:53:55.480629+00:00,V893
AP664315,Invoice Scanned,2025-04-21T03:20:17.264408+00:00,V893
AP664315,Invoice Validation,2025-04-21T06:49:08.850224+00:00,V893
AP664315,Three-Way Match,2025-04-21T10:13:36.061062+00:00,V893
AP664315,Price Variance Check,2025-04-21T11:01:48.013578+00:00,V893
AP664315,Tax Calculation,2025-04-21T14:36:56.566496+00:00,V893
AP664315,Approval Requested,2025-04-21T15:58:09.245830+00:00,V893
AP664315,Manager Approval,2025-04-21T18:05:44.572509+00:00,V893
AP664315,Vendor Master Data Review,2025-04-21T20:43:54.751982+00:00,V893
AP664315,Payment Terms Verification,2025-04-21T22:33:30.017214+00:00,V893
AP664315,GL Account Assignment,2025-04-21T23:09:31.637186+00:00,V893
AP664315,Cost Center Assignment,2025-04-22T02:38:13.642924+00:00,V893
AP664315,Payment Block Release,2025-04-22T03:46:24.825124+00:00,V893
AP664315,Payment Scheduled,2025-04-22T05:00:57.535236+00:00,V893
AP456871,Invoice Received,2025-04-08T03:53:26.002680+00:00,V386
AP456871,Invoice Scanned,2025-04-08T06:11:55.506052+00:00,V386
AP456871,Invoice Validation,2025-04-08T07:22:02.816988+00:00,V386
AP456871,Three-Way Match,2025-04-08T08:42:43.903223+00:00,V386
AP456871,Price Variance Check,2025-04-08T10:38:04.897594+00:00,V386
AP456871,Tax Calculation,2025-04-08T13:04:40.117860+00:00,V386
AP456871,Approval Requested,2025-04-08T14:25:08.199455+00:00,V386
AP456871,Manager Approval,2025-04-08T16:35:06.972651+00:00,V386
AP456871,Vendor Master Data Review,2025-04-08T19:34:36.186973+00:00,V386
AP456871,Payment Terms Verification,2025-04-08T21:38:43.186298+00:00,V386
AP456871,GL Account Assignment,2025-04-08T22:12:20.451366+00:00,V386
AP456871,Cost Center Assignment,2025-04-08T23:44:07.819691+00:00,V386
AP456871,Payment Block Release,2025-04-09T01:39:03.273912+00:00,V386
AP456871,Payment Scheduled,2025-04-09T03:00:08.918977+00:00,V386
AP486945,Invoice Received,2025-04-23T18:43:59.029673+00:00,V584
AP486945,Invoice Scanned,2025-04-23T21:09:33.924430+00:00,V584
AP486945,Invoice Validation,2025-04-23T22:53:26.737078+00:00,V584
AP486945,Three-Way Match,2025-04-24T00:58:43.927390+00:00,V584
AP486945,Price Variance Check,2025-04-24T02:33:07.377081+00:00,V584
AP486945,Tax Calculation,2025-04-24T03:51:32.156401+00:00,V584
AP486945,Approval Requested,2025-04-24T06:53:00.338976+00:00,V584
AP486945,Manager Approval,2025-04-24T08:29:16.243070+00:00,V584
AP486945,Vendor Master Data Review,2025-04-24T11:35:16.544472+00:00,V584
AP486945,Payment Terms Verification,2025-04-24T15:24:57.601733+00:00,V584
AP486945,GL Account Assignment,2025-04-24T18:19:53.662515+00:00,V584
AP486945,Cost Center Assignment,2025-04-24T19:30:07.078775+00:00,V584
AP486945,Payment Block Release,2025-04-24T22:35:13.497409+00:00,V584
AP486945,Payment Scheduled,2025-04-25T00:03:17.392709+00:00,V584
AP897135,Invoice Received,2025-04-05T06:58:43.681691+00:00,V637
AP897135,Invoice Scanned,2025-04-05T08:30:56.387128+00:00,V637
AP897135,Invoice Validation,2025-04-05T10:16:43.488599+00:00,V637
AP897135,Three-Way Match,2025-04-05T11:50:12.060218+00:00,V637
AP897135,Price Variance Check,2025-04-05T14:48:53.093138+00:00,V637
AP897135,Tax Calculation,2025-04-05T15:45:28.038432+00:00,V637
AP897135,Approval Requested,2025-04-05T16:25:01.536264+00:00,V637
AP897135,Manager Approval,2025-04-05T17:06:28.564119+00:00,V637
AP897135,Vendor Master Data Review,2025-04-05T18:37:49.485840+00:00,V637
AP897135,Payment Terms Verification,2025-04-05T22:26:05.014986+00:00,V637
AP897135,GL Account Assignment,2025-04-06T01:10:02.172640+00:00,V637
AP897135,Cost Center Assignment,2025-04-06T04:18:07.354055+00:00,V637
AP897135,Payment Block Release,2025-04-06T05:09:39.958405+00:00,V637
AP897135,Payment Scheduled,2025-04-06T05:42:14.502488+00:00,V637
AP897135,Payment Executed,2025-04-06T07:11:57.178010+00:00,V637
AP897135,Payment Confirmed,2025-04-06T09:22:28.977038+00:00,V637
